,target,id,date,flag,user,text
45,0,1467819650,Mon Apr 06 22:22:05 PDT 2009,NO_QUERY,antzpantz,yay happi job also mean less time
46,0,1467819712,Mon Apr 06 22:22:06 PDT 2009,NO_QUERY,labrt2004,check user timelin blackberri look like twank still happen ppl still prob w bgs uid
47,0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,oh man iron jeancjumb fave top wear meet burnt
48,0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,strang sad lilo samro break
49,0,1467820835,Mon Apr 06 22:22:25 PDT 2009,NO_QUERY,cyantist,oh sorri think retweet
50,0,1467820863,Mon Apr 06 22:22:23 PDT 2009,NO_QUERY,tautao,broadband plan massiv broken promis via www diigo com tautao still wait broadband
51,0,1467820906,Mon Apr 06 22:22:24 PDT 2009,NO_QUERY,voyage2k,wow ton repli may unfollow see friend tweet scroll feed lot
52,0,1467821085,Mon Apr 06 22:22:26 PDT 2009,NO_QUERY,crzy_cdn_bulas,duck chicken take wayyy long hatch
53,0,1467821338,Mon Apr 06 22:22:30 PDT 2009,NO_QUERY,justnetgirl,put vacat photo onlin yrs ago pc crash forget name site
54,0,1467821455,Mon Apr 06 22:22:32 PDT 2009,NO_QUERY,CiaraRenee,need hug
55,0,1467821715,Mon Apr 06 22:22:37 PDT 2009,NO_QUERY,deelau,sure pos much want dont think trade away compani asset sorri andi
56,0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,hate happen
57,0,1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,sad feel dalla go show gotta say though think show would use music game mmm
58,0,1467822519,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,gzacher,ugh degre tomorrow
59,0,1467822522,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Jenn_L,u move thought u alreadi sd hmmm random u found glad hear yer well
60,0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,miss ps commiss wutcha play cop blood sand
61,0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,leav park lot work
62,0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,life cool
63,0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,sad though never gotten experi post coitus cigarett never
64,0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,nice day bad rain come tomorrow
65,0,1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,bad around lost job even pay phone bill lmao aw shuck
66,0,1467824664,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,a_mariepyt,damm back school tomorrow
67,0,1467824967,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,playboybacon,mo job money hell min wage f n clam hour
68,0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,forev see soon
69,0,1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,agre saw failwhal allllll day today
70,0,1467825411,Mon Apr 06 22:23:35 PDT 2009,NO_QUERY,michrod,oh haha dude dont realli look em unless someon say hey ad sorri terribl need pop
71,0,1467825642,Mon Apr 06 22:23:39 PDT 2009,NO_QUERY,timmelko,sure right need start work nikster jare least
72,0,1467825863,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,BrookeAmanda,realli hate peopl diss band trace clear ugli
73,0,1467825883,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,deelau,gym attir today puma singlet adida short black busi sock leather shoe lucki run cute girl
74,0,1467826052,Mon Apr 06 22:23:45 PDT 2009,NO_QUERY,paulseverio,show locat
75,0,1467833672,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,iv3tte,picnic phone smell like citrus
76,0,1467833690,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,fedunska,donkey sensit comment nevertheless glad see mug asap charger still awol
77,0,1467833736,Mon Apr 06 22:25:45 PDT 2009,NO_QUERY,MagicalMason,new csi tonight fml
78,0,1467833799,Mon Apr 06 22:25:46 PDT 2009,NO_QUERY,kaelaaa,think arm sore tenni
79,0,1467834001,Mon Apr 06 22:25:49 PDT 2009,NO_QUERY,emo_holic,wonder someon u like much make unhappi split seccond depress
80,0,1467834053,Mon Apr 06 22:25:52 PDT 2009,NO_QUERY,thelazyboy,sleep soon hate say bye see tomorrow night
81,0,1467834227,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,driveaway2008,got ur newslett fare realli unbeliev shame alreadi book paid mine
82,0,1467834239,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,mscha,missin boo
83,0,1467834265,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,mike_webster_au,itm
84,0,1467834284,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,basiabeans,damn chalk chalkboard useless
85,0,1467834400,Mon Apr 06 22:25:56 PDT 2009,NO_QUERY,calihonda2001,blast getti villa hate sore throat day get wors
86,0,1467834817,Mon Apr 06 22:26:02 PDT 2009,NO_QUERY,djwayneski,hey miss ya meet sup mama
87,0,1467835085,Mon Apr 06 22:26:06 PDT 2009,NO_QUERY,Ceejison,tummi hurt wonder hypnosi anyth work get stop smoke
88,0,1467835198,Mon Apr 06 22:26:08 PDT 2009,NO_QUERY,ItsBrigittaYo,alway fat one
89,0,1467835305,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,MissLaura317,sorri babe fam annoy thank asleep right muahaha evil laugh
90,0,1467835345,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,RU_it_girl,paid attent cover photoshop webpag design class undergrad
91,0,1467835577,Mon Apr 06 22:26:14 PDT 2009,NO_QUERY,viviana09,wednesday b day know
92,0,1467835880,Mon Apr 06 22:26:18 PDT 2009,NO_QUERY,disneyfan4eva,poor cameron hill
93,0,1467836024,Mon Apr 06 22:26:21 PDT 2009,NO_QUERY,RoseMaryK,pray pleas ex threaten start sh babi st birthday parti jerk still headach
94,0,1467836111,Mon Apr 06 22:26:22 PDT 2009,NO_QUERY,perrohunter,hmm u realli enjoy problem constant u think thing find someon ulik
95,0,1467836448,Mon Apr 06 22:26:27 PDT 2009,NO_QUERY,Dogbook,strider sick littl puppi
96,0,1467836500,Mon Apr 06 22:26:28 PDT 2009,NO_QUERY,natalieantipas,ryle grace wana go steve parti sad sinc easter wnt b abl much ohh well
97,0,1467836576,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,timdonnelly,hey actual one bracket pool bad one money
98,0,1467836583,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,homeworld,follow either work
99,0,1467836859,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,willy_chaz,bad nite favorit team astro spartan lose nite w good
100,0,1467836873,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,LeakySpoon,bodi miss northern calif girl found polic found remain miss northern california girl
101,0,1467837189,Mon Apr 06 22:26:38 PDT 2009,NO_QUERY,cityrat59,hope increas capac fast yesterday pain got fail whale time hour
102,0,1467837384,Mon Apr 06 22:26:42 PDT 2009,NO_QUERY,kenandise,behind class work
103,0,1467837470,Mon Apr 06 22:26:43 PDT 2009,NO_QUERY,annette414,watch quot hous quot
104,0,1467837579,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,blackheartbunny,rememb bum leg strike back time serious
105,0,1467837602,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,GetGary,cool kind complaint laptop onlin overh recal
106,0,1467837762,Mon Apr 06 22:26:48 PDT 2009,NO_QUERY,Dogbook,emili glad mommi done train new job miss
107,0,1467837819,Mon Apr 06 22:26:49 PDT 2009,NO_QUERY,SimoniNicole,would rather first parti send bad messag rd parti send mix one sophmor year
108,0,1467837888,Mon Apr 06 22:26:52 PDT 2009,NO_QUERY,wireandroses,overr
109,0,1467838188,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,jess_higley,know heard afternoon wonder thing moscow behind time
110,0,1467838189,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,missannabanana,lay bed voic
111,0,1467838362,Mon Apr 06 22:26:57 PDT 2009,NO_QUERY,Zella17,sooo sad kill kutner hous whyyyyyyyy
112,0,1467838419,Mon Apr 06 22:27:00 PDT 2009,NO_QUERY,polarna10,sorri tell mea culpa realli sorri
113,0,1467838433,Mon Apr 06 22:26:58 PDT 2009,NO_QUERY,megan_rice,make sens suicid thing refus believ actual happen
114,0,1467838630,Mon Apr 06 22:27:02 PDT 2009,NO_QUERY,ashleyirvin,hope ok
115,0,1467839007,Mon Apr 06 22:27:08 PDT 2009,NO_QUERY,eyezup,damn grind inspir sadden time want stop cuz like u much love
116,0,1467839405,Mon Apr 06 22:27:15 PDT 2009,NO_QUERY,Jonas_Dreamgirl,yeah aw know wudnt stand chanc
117,0,1467839450,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,BreannaBonana,ugh cant sleep
118,0,1467839477,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,becklyn13,hang crooner wanna sing suck
119,0,1467839586,Mon Apr 06 22:27:18 PDT 2009,NO_QUERY,sonyolmos,aaw miss ya im leav bh tomorrow quot morn quot think aww wanna go beach w u girl
120,0,1467839737,Mon Apr 06 22:27:21 PDT 2009,NO_QUERY,JenBah,piss asba radio station
121,0,1467839816,Mon Apr 06 22:27:22 PDT 2009,NO_QUERY,viviana09,wednesday b day n know
122,0,1467840016,Mon Apr 06 22:27:25 PDT 2009,NO_QUERY,BustaBusta,know life flip upsid thought head ramen sound good
123,0,1467840386,Mon Apr 06 22:27:31 PDT 2009,NO_QUERY,MadameCrow,pain back side hurt mention cri made fail
124,0,1467840552,Mon Apr 06 22:27:34 PDT 2009,NO_QUERY,weefranniev,late night snack glass oj b c quot sick quot back sleep ugh hate get sick
125,0,1467840629,Mon Apr 06 22:27:35 PDT 2009,NO_QUERY,ikimmyy,big fan camilla bell
126,0,1467841189,Mon Apr 06 22:27:45 PDT 2009,NO_QUERY,yolie81,wah see clip must el stupido work filter wait till get puter someth els blame ex broke mine
127,0,1467841204,Mon Apr 06 22:27:45 PDT 2009,NO_QUERY,spacks,week seem get longer longer term much need much actual go get done
128,0,1467841832,Mon Apr 06 22:27:55 PDT 2009,NO_QUERY,bgoers,cold
129,0,1467841885,Mon Apr 06 22:27:56 PDT 2009,NO_QUERY,MissPassion,ehhh weather gonna take turn ugli tomorrow
130,0,1467841897,Mon Apr 06 22:27:56 PDT 2009,NO_QUERY,aaronrothe,haha cooooold still go show incred stuff
131,0,1467841969,Mon Apr 06 22:27:57 PDT 2009,NO_QUERY,ilikeoreos,hope tummi rumbl go away soon
132,0,1467842107,Mon Apr 06 22:28:02 PDT 2009,NO_QUERY,wiccabuffy,notic told work tomorrow call agenc follow said
133,0,1467842299,Mon Apr 06 22:28:03 PDT 2009,NO_QUERY,HiKeri,almost bedtim
134,0,1467842377,Mon Apr 06 22:28:04 PDT 2009,NO_QUERY,bnr0201,miss babe long aliv happi yawwwnn tire love imma tri sleep hope headstart
135,0,1467842448,Mon Apr 06 22:28:05 PDT 2009,NO_QUERY,R_Boucher,agh snow
136,0,1467842568,Mon Apr 06 22:28:07 PDT 2009,NO_QUERY,josiahmcdermott,miss kenni power
137,0,1467842607,Mon Apr 06 22:28:09 PDT 2009,NO_QUERY,VanessaSingline,thank let peopl know sad direct messag got actual bridget
138,0,1467842832,Mon Apr 06 22:28:11 PDT 2009,NO_QUERY,varunkumar,india miss th test victori n th consecut win without loss
139,0,1467842837,Mon Apr 06 22:28:11 PDT 2009,NO_QUERY,JenniOnTheBlock,guess
140,0,1467843075,Mon Apr 06 22:28:15 PDT 2009,NO_QUERY,darkninja757,sad go bed
141,0,1467843215,Mon Apr 06 22:28:18 PDT 2009,NO_QUERY,mikecogh,shame hear stephan
142,0,1467843470,Mon Apr 06 22:28:21 PDT 2009,NO_QUERY,KandiConnection,hey leavin morn
143,0,1467843568,Mon Apr 06 22:28:23 PDT 2009,NO_QUERY,joechummer,intend finish edit page novel manuscript tonight probabl happen page left
144,0,1467843624,Mon Apr 06 22:28:24 PDT 2009,NO_QUERY,kellireneez,laid around much today head hurt
145,0,1467843647,Mon Apr 06 22:28:24 PDT 2009,NO_QUERY,treehugger25,still read th amp th princess diari save francesca made cri end hmm easi book
146,0,1467843734,Mon Apr 06 22:28:26 PDT 2009,NO_QUERY,chatpataa,nokia die
147,0,1467843740,Mon Apr 06 22:28:26 PDT 2009,NO_QUERY,ThisStoutjunt,mom might breast cancer find anyth like week worri
148,0,1467844097,Mon Apr 06 22:28:33 PDT 2009,NO_QUERY,sew_cute,go sleep hope tomorrow better day
149,0,1467844140,Mon Apr 06 22:28:32 PDT 2009,NO_QUERY,Twokids1,lol wish understood daylight save end though breakfast hour later keep wake kid
150,0,1467844157,Mon Apr 06 22:28:32 PDT 2009,NO_QUERY,AKyarnie,lame
151,0,1467844505,Mon Apr 06 22:28:38 PDT 2009,NO_QUERY,luimoral85,understand realli
152,0,1467844540,Mon Apr 06 22:28:38 PDT 2009,NO_QUERY,ceironous,hero season
153,0,1467844907,Mon Apr 06 22:28:45 PDT 2009,NO_QUERY,brandonmcb,live downtown sure much fun
154,0,1467845095,Mon Apr 06 22:28:48 PDT 2009,NO_QUERY,mannyrique,calori wise wish junk food calori free ate thing sour skittl big ass cherri coke
155,0,1467845157,Mon Apr 06 22:28:51 PDT 2009,NO_QUERY,styletrain,man work hard
156,0,1467852031,Mon Apr 06 22:30:34 PDT 2009,NO_QUERY,kscud,get sick time hot tea studi sleeeep
157,0,1467852067,Mon Apr 06 22:30:34 PDT 2009,NO_QUERY,kirstenj0y,get eyebrow wax pain
158,0,1467852789,Mon Apr 06 22:30:45 PDT 2009,NO_QUERY,marculus,phantasi star yesterday go work
159,0,1467853135,Mon Apr 06 22:30:50 PDT 2009,NO_QUERY,andrewofthediaz,oh got macheist app sweet get espresso serial though although said sent oh well
160,0,1467853356,Mon Apr 06 22:30:54 PDT 2009,NO_QUERY,dbmendel,pick mich st win get go feel pretti good pick way tonight lost
161,0,1467853431,Mon Apr 06 22:30:55 PDT 2009,NO_QUERY,erks,alon downstair work
162,0,1467853479,Mon Apr 06 22:30:56 PDT 2009,NO_QUERY,ringleaderkanon,feel bad
163,0,1467854062,Mon Apr 06 22:31:05 PDT 2009,NO_QUERY,babibabs,hate anoop mean serious kinda mean
164,0,1467854345,Mon Apr 06 22:31:09 PDT 2009,NO_QUERY,ace587,yes sprint g baltimor chicago far
165,0,1467854706,Mon Apr 06 22:31:15 PDT 2009,NO_QUERY,ktribb80,stuck awak middl night second day row felt terribl yesterday
166,0,1467854917,Mon Apr 06 22:31:18 PDT 2009,NO_QUERY,OliviaFox,thank burst bubbl
167,0,1467855673,Mon Apr 06 22:31:29 PDT 2009,NO_QUERY,IluvJoelMadden,go school soon find anyth wear gosh hard
168,0,1467855812,Mon Apr 06 22:31:31 PDT 2009,NO_QUERY,easyausguy,serious lol
169,0,1467855981,Mon Apr 06 22:31:37 PDT 2009,NO_QUERY,Hollywood_Trey,page sooooo long got delet sad day histori
170,0,1467856044,Mon Apr 06 22:31:35 PDT 2009,NO_QUERY,EcoTravelTV,crazi wind today bird
171,0,1467856352,Mon Apr 06 22:31:40 PDT 2009,NO_QUERY,AshaleaMay,current work
172,0,1467856426,Mon Apr 06 22:31:41 PDT 2009,NO_QUERY,AthenaA42,grrr ipod act weird jai ho think play full song ughh
173,0,1467856497,Mon Apr 06 22:31:43 PDT 2009,NO_QUERY,Missy__,send dvd cos miss heap happi
174,0,1467856632,Mon Apr 06 22:31:45 PDT 2009,NO_QUERY,BrettFair,see big deal websit
175,0,1467856821,Mon Apr 06 22:31:48 PDT 2009,NO_QUERY,mydwynter,sorri go therapyfail
176,0,1467856919,Mon Apr 06 22:31:50 PDT 2009,NO_QUERY,jhenkens,far way rail tip
177,0,1467857221,Mon Apr 06 22:31:54 PDT 2009,NO_QUERY,sarah_katie,still swear keep lose gain lose gain tweep heart wrench
178,0,1467857297,Mon Apr 06 22:31:56 PDT 2009,NO_QUERY,amanda5280,today realiz good hide thing even find
179,0,1467857378,Mon Apr 06 22:31:57 PDT 2009,NO_QUERY,Shabbybebe,stay friend hous hous sit neighbor loud parti
180,0,1467857511,Mon Apr 06 22:31:59 PDT 2009,NO_QUERY,fatkat309,danni im upset wasnt watch live chat car hour trip im soooo upset
181,0,1467857722,Mon Apr 06 22:32:02 PDT 2009,NO_QUERY,blackheartbunny,check mug
182,0,1467857975,Mon Apr 06 22:32:06 PDT 2009,NO_QUERY,szrhnds602,border close
183,0,1467858363,Mon Apr 06 22:32:12 PDT 2009,NO_QUERY,schammy,download nin new album quot slip quot hell come behind time day
184,0,1467858627,Mon Apr 06 22:32:16 PDT 2009,NO_QUERY,mariotani,woke alreadi written e mail go earli univers today teach
185,0,1467858869,Mon Apr 06 22:32:20 PDT 2009,NO_QUERY,Jaderade14,watch hill make sad
186,0,1467859025,Mon Apr 06 22:32:22 PDT 2009,NO_QUERY,LeeseEllen,mani channel yet bore lazi day may find hobbi
187,0,1467859066,Mon Apr 06 22:32:23 PDT 2009,NO_QUERY,FNFKayCee,miss buddi ill ny th
188,0,1467859408,Mon Apr 06 22:32:28 PDT 2009,NO_QUERY,CaddyStage,love french tell peopl south qtr french snarl french beauti peopl
189,0,1467859436,Mon Apr 06 22:32:28 PDT 2009,NO_QUERY,ha_nobita,opp said still got one day remain problem come
190,0,1467859558,Mon Apr 06 22:32:30 PDT 2009,NO_QUERY,tchviolin,activ selfcontrol block earli mean check new qc regular intern clock might difficult fb
191,0,1467859666,Mon Apr 06 22:32:31 PDT 2009,NO_QUERY,DreamActivist23,oh
192,0,1467859820,Mon Apr 06 22:32:36 PDT 2009,NO_QUERY,msbutt3rfly14,spencer good guy
193,0,1467859922,Mon Apr 06 22:32:35 PDT 2009,NO_QUERY,Karmatical,rees die ttsc season final next week bore madam presid crazi woman
194,0,1467860144,Mon Apr 06 22:32:38 PDT 2009,NO_QUERY,Jana1976,hate limit letter hope guy fine pray dog well
195,0,1467860268,Mon Apr 06 22:32:40 PDT 2009,NO_QUERY,AmyJade,get shit done today screw
196,0,1467860895,Mon Apr 06 22:32:50 PDT 2009,NO_QUERY,tantrixie,wanttss go
197,0,1467860904,Mon Apr 06 22:32:51 PDT 2009,NO_QUERY,supersharayah,go sleep tonit
198,0,1467861095,Mon Apr 06 22:32:54 PDT 2009,NO_QUERY,bluepaintred,worri tire post tonight
199,0,1467861413,Mon Apr 06 22:32:58 PDT 2009,NO_QUERY,AmyJade,get shit done today screw
200,0,1467861522,Mon Apr 06 22:33:00 PDT 2009,NO_QUERY,bovinemammal,job interview cardiff today wish luck got hour sleep
201,0,1467861571,Mon Apr 06 22:33:01 PDT 2009,NO_QUERY,jessejoseph,show whack way wors whack wiggeti whack
202,0,1467862213,Mon Apr 06 22:33:11 PDT 2009,NO_QUERY,lennytoups,realli think peopl choos way think chose accept famili help might dead
203,0,1467862313,Mon Apr 06 22:33:13 PDT 2009,NO_QUERY,paulverhoeven,go kill seen ds wait till one solid week sit
204,0,1467862355,Mon Apr 06 22:33:13 PDT 2009,NO_QUERY,Britty88,think ur right hahaha hrs
205,0,1467862411,Mon Apr 06 22:33:16 PDT 2009,NO_QUERY,stephaniekmusic,hate see spartan sad
206,0,1467862710,Mon Apr 06 22:33:20 PDT 2009,NO_QUERY,Jemimus,mind bodi sever protest quot get quot thing nightmar boot
207,0,1467862806,Mon Apr 06 22:33:21 PDT 2009,NO_QUERY,Sweetpineapple,goin follow u sinc u lol go angel
208,0,1467863072,Mon Apr 06 22:33:25 PDT 2009,NO_QUERY,Artiel87,
209,0,1467863415,Mon Apr 06 22:33:31 PDT 2009,NO_QUERY,treehugger25,think want read book librari
210,0,1467863507,Mon Apr 06 22:33:32 PDT 2009,NO_QUERY,Mirlina,nap interrupt mani time today go japanes rent
211,0,1467863508,Mon Apr 06 22:33:32 PDT 2009,NO_QUERY,g_rose86,kind long bus show end ghost world right ugh
212,0,1467863633,Mon Apr 06 22:33:34 PDT 2009,NO_QUERY,omgseriouslywtf,canada canada weird suppos get snow wednesday ugh
213,0,1467863684,Mon Apr 06 22:33:35 PDT 2009,NO_QUERY,DjGundam,awwh bab look sad underneith shop entranc quot yesterday musik quot like look new transform movi
214,0,1467863716,Mon Apr 06 22:33:35 PDT 2009,NO_QUERY,stacyc37,sad feet macbook fell
215,0,1467864250,Mon Apr 06 22:33:44 PDT 2009,NO_QUERY,Alp0,gonna get late tomorrow gonna get tipsi lonesom sad
216,0,1467870864,Mon Apr 06 22:35:29 PDT 2009,NO_QUERY,TheDCD,sweat forthcom trip e find someon crash may screw
217,0,1467870866,Mon Apr 06 22:35:29 PDT 2009,NO_QUERY,DrewKatavich,gotten somebodi read tweet cant get make account
218,0,1467871007,Mon Apr 06 22:35:31 PDT 2009,NO_QUERY,tinyvamp,omgawd couldnt handl cat heat time
219,0,1467871040,Mon Apr 06 22:35:31 PDT 2009,NO_QUERY,MTLarson1224,hope make auburn show look good
220,0,1467871223,Mon Apr 06 22:35:35 PDT 2009,NO_QUERY,vcf2,that peopl mag haha couldnt fit dont think pictur ever made magazin tho haha
221,0,1467871226,Mon Apr 06 22:35:36 PDT 2009,NO_QUERY,thinkingmama,congrat total forgot submit photo
222,0,1467871545,Mon Apr 06 22:35:40 PDT 2009,NO_QUERY,Cherye101,awww good luck paula pleas work hard hope fun new album gonna amaz xxx
223,0,1467871552,Mon Apr 06 22:35:40 PDT 2009,NO_QUERY,nataleyritter,leav get sad
224,0,1467871661,Mon Apr 06 22:35:41 PDT 2009,NO_QUERY,ciairuhh,miss twitter phone broke use stupid nokia phone ughhh miss advanc phone
225,0,1467871754,Mon Apr 06 22:35:43 PDT 2009,NO_QUERY,sarahdesjardins,shoot outsid hous kid scare
226,0,1467871844,Mon Apr 06 22:35:44 PDT 2009,NO_QUERY,larsgunnarf,tuesday start reflect n lectur stress reduc techniqu sure might becom use us accompani
227,0,1467871917,Mon Apr 06 22:35:46 PDT 2009,NO_QUERY,Lvonhusen,tragedi disast news week
228,0,1467871956,Mon Apr 06 22:35:46 PDT 2009,NO_QUERY,TimelessAKA,yes yes still tri find pictur upload correclti
229,0,1467872136,Mon Apr 06 22:35:51 PDT 2009,NO_QUERY,jinnah,oh red sox game rain look forward open day
